,f_stat,p_val
PDHX,1.4071032960985916,0.2549758504360651
GON7,1.4069997934949767,0.25500075145234163
PNRC1,1.4065741777898888,0.2551031742100672
CYTIP,1.4064421157138454,0.25513496315092365
MAU2,1.4063334520360662,0.25516112291107546
CARNS1,1.4060310076068825,0.2552339482917822
GLDN,1.405951467314335,0.25525310434130205
LYRM2,1.4055304660361014,0.2553545209548296
LINC00958,1.405284776666067,0.25541372542069785
TSPAN11,1.4052804231211438,0.2554147746358218
LRRC43,1.4052597861391107,0.25541974826080954
TSHZ2,1.405133231220691,0.25545025089321705
LINC00824,1.4051081924099869,0.2554562862697793
UBXN10-AS1,1.4048799974907298,0.25551129742199685
COG7,1.4046685091852742,0.25556229212325404
SDHAF4,1.4044503857327895,0.2556148978265114
LOC101927256,1.4044130210391716,0.25562391035125004
ZNF18,1.4041257556631748,0.2556932110602125
PODN,1.4038865378032397,0.25575093559789364
SURF6,1.40374331652222,0.25578550215414436
SLC30A7,1.4035677029541753,0.2558278932593239
SMIM14,1.4035337474023148,0.2558360905858525
MIR6836///SNX8,1.4034995917541921,0.25584433649457206
TRAV8-3,1.4033134851052185,0.25588927151428903
PRR14L,1.4032668089259275,0.25590054266029155
DKFZp434E1119,1.403112277987686,0.2559378617637697
VPS33A,1.4028502528326885,0.2560011536061575
ZNF674-AS1,1.4027728240472375,0.2560198595538727
PRR34-AS1,1.4026694642802775,0.25604483236390424
ARHGAP36,1.4025447889993772,0.25607495860615404
EDN2,1.4023234601956818,0.2561284490824791
LONRF1,1.4019431879442394,0.25622038002061115
STARD6,1.4013010364670762,0.2563756984464512
ZCCHC7,1.4012559615077125,0.25638660450071643
LINC00094,1.4011379959273782,0.2564151490015349
ARHGDIG,1.4010188319295342,0.256443986851068
CYB5A,1.400907253406508,0.25647099207065344
MRM1,1.4007458159282766,0.25651006984314084
CATSPER1,1.4006411793342084,0.25653540163302463
UCP3,1.400597243953499,0.25654603885982175
NID1,1.4005433702504884,0.25655908288865265
PPP1R16B,1.4005021568888019,0.2565690620323961
LOC105377776,1.4002052953417081,0.2566409541734038
OR3A2,1.4000654701591775,0.25667482346910764
STK17B,1.3998121372647978,0.2567361991549712
MAP3K10,1.3994816359947648,0.2568162936466074
ACKR4,1.3993931221055127,0.2568377487428237
SPHK2,1.3991413888902158,0.2568987771823451
NUDT16L1,1.3991397727125925,0.2568991690459792
BCL2L12,1.3990403138301333,0.2569232853663717
FRMD8,1.3989714770372788,0.25693997796908136
SNORA37,1.3988530604370586,0.256968696090504
CTD-2350J17.1,1.3988376255143806,0.25697243957894994
UBR3,1.3987752556745596,0.2569875669441647
SIAH3,1.3987260428395096,0.256999503825862
LRRK2,1.3986642531101272,0.2570144921306609
CTD-3080P12.3,1.3985738480607193,0.25703642328193554
SDR42E1,1.398109265548452,0.2571491560549317
CHRM3-AS2,1.398108206531764,0.257149413088371
SLC22A6,1.3979358526794585,0.2571912485796027
LOC101929132,1.3979102342844492,0.25719746754438255
LOC338694,1.3977036216219463,0.25724762930103495
ABHD18,1.397701132164759,0.2572482337576631
SYT8,1.3974649676131257,0.25730558280254634
LRCH3,1.3972933201616646,0.2573472731946301
TONSL-AS1,1.396978313065645,0.2574238016500118
LINC00849///SLC25A16,1.3968611749253272,0.25745226547607036
COMMD8,1.3967451744397432,0.25748045609282916
CST11,1.3962932300917053,0.25759031900228585
NCDN,1.3960620969341004,0.2576465239247764
USP6NL,1.3957512320553158,0.2577221374666018
GRB14,1.395466009576022,0.2577915342041757
LDOC1,1.395347708151697,0.2578203235308598
CELA3A,1.3952047841665698,0.257855109369265
SLC6A16,1.3950109031385154,0.25790230531005226
CHAC2,1.3949800259375402,0.25790982249592265
COTL1,1.3949247752603426,0.2579232740782926
IGHG1///IGHD///IGHA2///IGH,1.3945005187177564,0.25802658989041055
EML2-AS1,1.3944662324247792,0.25803494124198595
LOC101927137///ATP1A3,1.3943777690636974,0.2580564901815756
LMO7DN,1.394250564038331,0.25808747955723754
AAAS,1.3941941704743754,0.25810121925995194
PBK,1.3940304560471743,0.2581411108903384
LEPR,1.3935593870689358,0.2582559302187532
DNMT3A,1.3931776232202209,0.25834902118934816
KCNJ15,1.3930921102067897,0.2583698778527137
HIST1H4G,1.3919708796846026,0.25864350895548693
MYLK,1.391915346404999,0.25865706944455336
AP1M2,1.3918096816263472,0.25868287342660057
ABHD10,1.3917595849836515,0.25869510826946607
FAHD1,1.3917080385693748,0.2587076978122491
PLXDC1,1.3916894682688041,0.25871223352369094
GNPAT,1.3915055172634154,0.2587571671982634
SPINT1,1.391503210892738,0.2587577306266015
RNF216,1.3910460085529692,0.25886944684810254
C17orf96,1.3909983659829495,0.25888109108076135
CCDC50,1.3904449500413432,0.25901639046894637
PPM1F,1.3901479174229168,0.2590890395428467
FAM215A,1.3899073462551834,0.25914789468645893
AGBL1,1.3897341601200766,0.25919027287668905
MRPL46,1.389573924589012,0.2592294885230549
MAP7,1.3895701168541248,0.2592304204938861
TBX21,1.3894482660526315,0.2592602462091022
MICAL1,1.3891251783906975,0.2593393464775368
ZNF83,1.3890934011155471,0.25934712774044594
CKLF,1.3889894027800567,0.2593725953888711
NLRP8,1.3889377975596524,0.2593852337091013
PLCB2,1.3887867958459263,0.25942221830711404
C7orf57,1.388692085034611,0.25944541847381747
BZW2,1.3886838238922699,0.25944744220891836
AICDA,1.3884511394805539,0.2595044497558458
MORN3,1.3883936865110664,0.2595185277105161
SPATA12,1.3881278890884257,0.2595836675893568
NIPAL4,1.3879020878593538,0.25963901885639823
DGCR11,1.38770336016685,0.2596877436943327
TMEM159,1.3875706183595646,0.2597202951635781
ZC3H6,1.3871288568698579,0.2598286562962406
ZNF733P///LOC285902///ZNF479///ZNF273,1.3869666747937932,0.2598684503001954
BOD1L1,1.3866871439730033,0.25993705263701666
DMRTA2,1.3863068215101584,0.2600304215379757
PLCL2,1.386268192694482,0.26003990684127526
PXMP2,1.3861021728362881,0.26008067711406585
CCL1,1.3859960920067744,0.2601067313687853
BICD1,1.3857815718247584,0.26015942746494203
AFG3L2,1.3857287980686146,0.2601723928504231
ZNF407,1.3854523970916421,0.2602403096752955
NAIF1,1.3853950455263158,0.26025440432951136
SHROOM2,1.385382417524226,0.26025750787957563
IGLJ3///CKAP2,1.3847107388840276,0.2604226401497442
ORM1,1.384512049362889,0.2604715089238405
MRPL51,1.384262508233176,0.26053289847342487
LOC101929475,1.3842371042902115,0.2605391489368685
TTC31,1.383434987003203,0.26073658473472844
NAGS,1.3833106688769385,0.26076719876722126
DDX23,1.3831914519387551,0.2607965601236479
SRFBP1,1.383147467718694,0.2608073936523787
S100A12,1.3828052266803417,0.26089170532547756
ALOX12-AS1,1.3826395842209718,0.26093252183660803
DUSP10,1.382605613447328,0.2609408935109437
FOCAD,1.3825276758148735,0.2609601013285933
CTNS,1.3821407266507129,0.2610554872167707
ZNF446,1.3821195452919341,0.26106070963070993
IFT57,1.3820629399727522,0.261074666607323
GNG11,1.382048433273132,0.2610782435990055
CKAP2///IGLC1,1.3819236761321954,0.26110900771937745
PSD,1.3818432694423182,0.26112883737349574
WDR91,1.3814923234112602,0.2612154050024329
PPP1R1B,1.3814296852824766,0.2612308590552383
SLC25A21,1.3813720974723154,0.26124506793657465
GADL1,1.38109303010359,0.2613139348098313
PLD6,1.3808091289593623,0.2613840139597983
ATP2A3,1.3805341425850175,0.261451911237322
CATSPERG,1.3802167790483413,0.2615302947773172
LOC101929511,1.3796869450398956,0.261661209604268
LOC101928910///FAM66C,1.3794742609200243,0.2617137801928979
LINC00504,1.3792778701565798,0.2617623332196164
LOC646268,1.379038471488729,0.26182153164669986
GRK7,1.3789158727111814,0.2618518532377599
CEP104,1.378893826078547,0.2618573062822703
IL1RL2,1.3785123687674852,0.26195167520741525
MOCOS,1.378491250780071,0.2619569006331196
TAF8,1.3784903287781676,0.2619571287753497
GPT2,1.378296497855478,0.26200509533543875
INSIG1,1.3779359804783953,0.26209433547905503
EVA1B,1.3776653604414375,0.26216134383666373
LOC283861,1.3776536770606198,0.2621642371663721
ABCB8///ASIC3,1.3775501281638471,0.26218988197795867
PITPNM3,1.3772208332092624,0.2622714522065545
SCARNA15,1.3767339749263434,0.2623921012010018
FNTA,1.376671940214855,0.26240747826036986
TF,1.3764842626368874,0.2624540051819203
PIRT,1.376020641926669,0.26256897770104287
TUSC7,1.3758487774586279,0.26261161142034994
FNDC5,1.3756470422315568,0.26266166426508947
FRMD3,1.375561299759869,0.26268294097656625
MEF2B///BORCS8///BORCS8-MEF2B,1.375264677947789,0.2627565605618813
FAM187B,1.3750432299919562,0.26281153651384315
ZBED6,1.374974722856165,0.2628285463020405
SLC14A2-AS1,1.3747300121540478,0.2628893154362217
MRPL55,1.3746287481135997,0.2629144666722076
SPATA3-AS1,1.3745058207673104,0.2629450018558375
HCG18,1.3744841081401633,0.2629503956620532
SERINC1,1.3740138003366316,0.26306725687411675
LOC105369477,1.3736365176181111,0.2631610425250937
LAX1,1.373631098817143,0.26316238979477163
MGAT1,1.3736208210118868,0.2631649451723364
UXS1,1.372939278879671,0.26333445519483323
HLA-F,1.3726955198121702,0.2633951094617917
TAF6L,1.3726372778754838,0.2634096038864571
TMEM138,1.3723751701940246,0.26347484381015623
STAT5B,1.372299825639854,0.26349360056670423
ISCA1,1.3722343799661336,0.2635098941622451
TFF2,1.3721410079592549,0.2635331422187675
CTDNEP1,1.3720426694295098,0.26355762916777964
PDYN,1.3717908248840696,0.2636203509543256
DNAJC12,1.3712523131499945,0.2637545193123269
NRAV,1.3711777729424817,0.2637730963585153
MAPK10,1.3710417470054421,0.26380700050622663
THOC1,1.370738953345965,0.26388248743397485
LOC100653005,1.3706332286375773,0.2639088500712462
LINC01260,1.370255608068151,0.26400303282766424
OR6B1,1.3701508441543113,0.2640291683181495
MAPKAPK5-AS1,1.3699411804269643,0.26408148130342946
MRPS14,1.3698740183149156,0.2640982411393939
SRRT,1.3698213734131828,0.26411137908220234
RPGRIP1L,1.3697144035419175,0.2641380763406273
NOD2,1.3695461220480463,0.26418008128682896
MYBPC3,1.3694739371892015,0.26419810157061024
CEPT1,1.3693915682412847,0.26421866578370723
HOXA11,1.369176442948741,0.2642723817870258
CYP3A5,1.368886299294135,0.26434484763606203
LINC00558,1.3684130041615916,0.2644631015893798
PFKFB4,1.3683417425957383,0.2644809112434545
SAFB2,1.3682945489516978,0.2644927065430626
GNAI3,1.367991508039037,0.26456845986066946
OR2A9P///OR2A20P,1.3677934280057602,0.26461798757638255
BGN,1.3677679320539076,0.26462436325853933
PDCD1LG2,1.367730851840572,0.2646336360616688
ACAT2,1.3676670537429758,0.26464959111005015
FGD5-AS1,1.3672871063962104,0.2647446316181118
CBX4,1.3671420849167584,0.264780916855925
MFSD2B///FKBP1B,1.3670570930279067,0.2648021847423592
LOC102724612,1.366990176780444,0.264818930736293
INMT-FAM188B///FAM188B,1.3667745390165664,0.264872902252881
ISX,1.3664546295084545,0.26495299284947604
PSG1,1.3663298943927185,0.26498422761453977
LOC100131532,1.366262971489949,0.2650009872776363
PRKCD,1.3660580630515402,0.26505230986189576
CD48,1.3660088631228158,0.26506463431090266
TIMM44,1.3659590740867678,0.2650771069379242
LOC101929153,1.3659361028153838,0.2650828616661339
GRIN3A,1.3658844223029338,0.26509580906620517
ACACB,1.3657097370126297,0.26513957745145045
FAM155B,1.3656760071081957,0.26514802953710725
TTTY9B///TTTY9A,1.3656447325897467,0.26515586659975254
HSDL2,1.3653355229188446,0.2652333642626113
NUDT9,1.3653140636342256,0.2652387435100745
LOC728445,1.3651623448455277,0.26527677844728553
BARX1,1.3651043845356257,0.2652913102300834
LRRD1,1.3646316008902986,0.2654098773323025
CAMK2B,1.3645215511178732,0.26543748410313434
STARD4,1.3644267791261335,0.26546126073280873
LOC286121,1.364397775793028,0.2654685376038688
INVS///WSB1,1.3642020860146689,0.26551764116478227
MEGF6,1.3641301337722096,0.2655356982000255
BTNL2,1.3641046797586642,0.26554208641061827
USP48,1.3638317598447571,0.26561059137156595
NKAPP1,1.3637924017454106,0.2656204720719824
ELK2AP,1.3636928916664062,0.26564545540626006
MGAT5B,1.3635225259480959,0.26568823368268785
SHMT1,1.3633741726859394,0.26572549055309913
VTI1A,1.3633674733514434,0.2657271731268528
TMOD2,1.3633272504424547,0.2657372755595041
CNOT7,1.3631468848621993,0.26578258131237903
GGPS1,1.3629249080913937,0.26583835037046055
KMT5A,1.3627491968951937,0.26588250439670985
GLP2R,1.3621361821764661,0.26603660720610467
MIR24-2///MIR23A///LOC284454,1.3621055100294928,0.2660443201746783
TUBAL3,1.3620523273922052,0.266057694294161
FNDC8,1.3619908713401703,0.26607314984604863
NT5DC2,1.361973035233097,0.2660776356149737
SLF1,1.3612787919757334,0.2662522986017358
ERMAP,1.3612495616456954,0.26625965521182465
PRDM13,1.3612108139527783,0.2662694074526059
TRBC1,1.3611560767326567,0.2662831846635777
RHO,1.3611291469831341,0.26628996308180614
EBLN2,1.3609337867723668,0.26633914208612697
PIGB,1.3607354815246995,0.26638907214358765
CUL7,1.3606882022090885,0.2664009777519903
CCNL2,1.360659526171629,0.26640819905894086
CTAGE8///CTAGE4///CTAGE9,1.3603955573900877,0.26647468225066095
SEMA3E,1.3602916430930814,0.2665008588558353
RPL39L,1.3598446874979178,0.2666134800912437
EIF4ENIF1,1.359783069431276,0.2666290101396398
FDX1L,1.3597642291251786,0.26663375878694373
LAMA2,1.3594828415046565,0.2667046922558176
ZFP62,1.3594394825323186,0.26671562413160976
CCDC33,1.3591999153882612,0.26677603339126993
SIX6,1.3591841527741289,0.26678000859273443
SRL,1.3589119342821157,0.26684866959769155
LOC100128239,1.3583881970196106,0.2669808223930563
CD1A,1.357775342451536,0.26713554848604787
ATMIN,1.3573667269605576,0.2672387627147288
KCTD9,1.3573196881098468,0.26725064716135993
LOC100130285,1.3573168847715387,0.2672513554470076
LOC102724112///PYM1,1.356762377090847,0.2673914946945758
RFPL2,1.3565002788217626,0.2674577607534279
LOC101929289,1.356440359887997,0.2674729124054142
MS4A1,1.3563520934911135,0.2674952338874018
TXNRD1,1.3562773432207873,0.267514138826616
PKIB,1.356225595590919,0.267527227030622
ARSA,1.355906366143632,0.26760798249944806
FBXL2,1.3554352864822052,0.2677271979404451
LIMCH1,1.3554171629971288,0.2677317855302135
DYRK4,1.3552741187011264,0.2677679971459095
LMAN1L,1.3551771259400085,0.267792553735884
IPO13,1.3551423652382015,0.26780135500849733
CRLF1,1.35492109236083,0.267857387498709
CTBS,1.354687217739435,0.26791662439025604
MCMBP,1.3546492189656987,0.2679262501925656
NASP,1.354321211376924,0.2680093556594019
MIR548XHG,1.354212044338969,0.26803702066767754
CENPJ,1.3535783238922507,0.2681976763246248
TCHP,1.3529146953187552,0.26836602166046486
CASP4,1.3522956586924069,0.2685231544888645
LRP2,1.3520986589945825,0.2685731799180663
DNAAF1,1.3518832462996015,0.2686278922018237
TMED3,1.3518185015099533,0.2686443388857573
LINC01096,1.3517587203312111,0.2686595256291171
SLC25A29,1.351538483054518,0.2687154821821251
ERC2,1.3514704785428036,0.2687327628115328
BCAS4,1.3513458261619415,0.26876444124166504
MUC3,1.351242235196579,0.2687907702083709
EGOT,1.3510328542827779,0.2688439952521137
TOX2,1.3506780758091312,0.2689342057280259
ADAMTSL3,1.3505516986680504,0.2689663476057443
UBA5,1.3501925886076693,0.26905770300655596
LRRC41,1.3501197855693823,0.26907622759738375
MDM1,1.34994953870547,0.2691195517697526
MGAT4C,1.3496221579934002,0.26920288357337585
OIP5,1.349319993271882,0.2692798207475642
C1orf109,1.348950820718697,0.26937385056847085
TMC7,1.3485305603612951,0.26948093433685893
CFH,1.3483451816198322,0.2695281835755461
TEAD4,1.3482602365866,0.2695498372076112
FCGR3B///FCGR3A,1.3478434420935346,0.26965611001719664
POTEKP,1.347760747541046,0.2696772003791128
RAMP2-AS1,1.3475424157257296,0.269732891839933
RCC1L,1.3473753961837922,0.2697755028059039
SGSM3,1.3473431535289242,0.26978372954169166
CD63,1.3471396123358332,0.26983566925592534
LOC100130476,1.346918890039646,0.2698920050326046
KRT14,1.3467732478419394,0.2699291845499937
LOC100652931///RBMY2FP,1.3467318493178118,0.26993975373332396
TIMM8A,1.3461624249704904,0.2700851734852135
CAPN14,1.3461139809511034,0.27009754890183457
MYLK-AS1,1.345940562658775,0.27014185485364556
RIMKLB,1.3455620845414813,0.2702385770425943
LOC101928622,1.345294340136989,0.27030702241922605
LOC101060609,1.3452798881550034,0.2703107173946212
HEXDC,1.3451012276035001,0.270356400346762
PTBP3,1.3450516848337137,0.2703690697056544
FAM224A///FAM224B,1.3445988965437714,0.2704848879857632
PCCA,1.3444029387373617,0.2705350278796114
RAB6B,1.3443911150688896,0.2705380535218722
NBPF8,1.3443386035704556,0.27055149148736996
LOC101928195///LOC100996643///MTHFD1L,1.344306729031514,0.27055964868702387
UGT2B4,1.3442463942532907,0.2705750900149789
MBLAC2,1.3441994789166078,0.27058709757399657
LLGL1///FLII,1.3439595474413237,0.2706485145661088
PAF1,1.3436401086885472,0.27073030616635124
ERCC2,1.3436345986185296,0.27073171723390255
NAALADL2,1.3435763771837697,0.2707466275633254
FRG1HP,1.3435544786236162,0.27075223593842995
BLOC1S6,1.3435483330827025,0.27075380987639824
PSPN,1.3434599602259993,0.27077644415371066
TRIM4,1.3432347014661898,0.2708341469142728
ZBP1,1.3431587273486616,0.27085361149590637
MBD3L2,1.3430998142340504,0.2708687060496696
PSORS1C1,1.3430790467480114,0.2708740272460331
KIR2DS2///KIR2DS4///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1,1.3428829860700637,0.2709242687108118
HSPB2,1.3428405547015632,0.2709351432259929
GPN1,1.3428401061500947,0.27093525818535114
PPP2R5B,1.3427602085891932,0.27095573596075645
DMD,1.3426969651851848,0.27097194641352357
NDUFS6,1.3426025420213206,0.2709961506964505
NOS1AP,1.3424228007660433,0.2710422315119585
GLRX5,1.3424110577713757,0.2710452423837033
XBP1,1.3423542461502092,0.2710598092205551
TAS2R1,1.3421677899143398,0.27110762344148537
SDC1,1.3421351033403037,0.2711160063843255
SUCO,1.3421335311111502,0.27111640961195493
UPB1,1.3419114227898492,0.27117337973685923
MGAT5,1.3419003623498407,0.27117621703308564
NUP188,1.3416747034441354,0.2712341112855002
METTL25,1.3416009217698732,0.2712530432467112
ZNF805,1.3414466404926868,0.2712926354041679
PRSS30P,1.341386977450377,0.27130794794133806
CDADC1,1.3412446860478389,0.271344470708337
ATG7,1.3411558751095405,0.271367268929617
UCN2,1.3411449378341316,0.2713700767221624
CTXN3,1.3409190948260388,0.2714280613974415
MBP,1.3408431600458215,0.2714475603799592
PLK4,1.3407658495254258,0.27146741413350434
SLC26A9,1.3405906567870163,0.27151241016474503
RIMS4,1.340469012244764,0.2715436575952131
LOC100996579,1.3402456747190388,0.2716010371624144
NDUFAF4,1.3398320094556528,0.2717073488598619
NDUFC2-KCTD14///KCTD14,1.3396388418733665,0.2717570076586035
SCRN3,1.3396283856140765,0.27175969598453154
MDGA2,1.3394200156052603,0.2718132741273217
FUT5,1.3393596849695757,0.27182878898857354
BIN3,1.339326008448719,0.27183744977535823
AMELY,1.339230359540735,0.27186204993041185
LOC105377421,1.3387369162839682,0.2719889965744422
DNALI1,1.3385863046181428,0.27202775628817955
LOC730202,1.3384768357300005,0.27205593157602675
SPECC1L-ADORA2A///ADORA2A,1.3382335850731728,0.2721185507342972
CAMK2G,1.3381379051446793,0.27214318539814863
SORD,1.3380302577014584,0.272170904111584
PPP2R5D,1.3380286320900172,0.2721713227214913
LOC100505530,1.3380108111511908,0.2721759118212575
DMGDH,1.3379293476806502,0.27219689064306574
LINC00396,1.3378209952182272,0.2722247966455715
UBE2F,1.3377619709091784,0.27223999951641836
TAAR8,1.3375854849575404,0.2722854622223
HNRNPH3,1.3371185906424283,0.27240577217026374
LRRC32,1.3367748968191917,0.2724943710653738
PI4KA,1.336766734198099,0.2724964756266834
FAM9B,1.3365901126869515,0.27254201794381283
USP1,1.3364991313608592,0.27256548081253834
TCEAL9,1.3363672970275082,0.2725994828627267
RNA45S5,1.3363208157460822,0.27261147213616266
UTP4///HAS3,1.3360368987713256,0.2726847169545648
JMJD8,1.3359653069130863,0.27270318944007804
CCIN,1.3355420976581995,0.2728124146406195
LOC105371708,1.3355049215613621,0.2728220115214536
MAGEA9B///MAGEA9,1.3352701784229168,0.2728826177791413
B9D1,1.334988324483249,0.2729554057034458
ALKBH1,1.3349009559934397,0.2729779724601484
CXorf23,1.334773807376917,0.27301081766015023
GS1-259H13.2,1.3343062325257011,0.273131637657495
ANAPC15,1.334250363614241,0.2731460777513864
SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,1.3342354413829345,0.27314993474340526
GALC,1.3337931216210257,0.2732642881935604
LYAR,1.3337382653108854,0.27327847373857583
RBL1,1.3336064483013328,0.27331256404307513
BACH2,1.3335442688115637,0.27332864634233306
MOV10,1.3333030186756252,0.2733910533784144
TCL1B,1.333261389264314,0.2734018236551065
TMEM52,1.3329182433529638,0.2734906185206018
LOC100130331,1.3327525749814821,0.2735334988026053
TRIM21,1.3326310566241621,0.27356495610272175
IGSF8,1.3326055134469765,0.2735715689116988
WRAP73,1.3321613272875614,0.2736865898012151
RGSL1,1.3321476982800569,0.27369011979556324
WNT6,1.3321376041554966,0.2736927342647112
C7orf69,1.332016073435939,0.27372421385933327
STK25,1.3320145667662948,0.27372460414936534
DPY19L3,1.3317264406467866,0.27379925144963646
FAM160A1,1.3316549248887974,0.27381778293673875
HADH,1.3316419081049078,0.2738211560453942
CHD3,1.3313916956581442,0.273886003352136
TLR6,1.3313066807879061,0.2739080402140897
FIGNL1,1.3312691298333683,0.27391777445511933
RPS6KA4,1.3312106976253704,0.27393292240907635
MALRD1,1.330878079706892,0.2740191668488285
ZNF99,1.3308459193338993,0.2740275072068509
EXTL3,1.3302454195918283,0.2741832873143807
STX11,1.3302205749193234,0.2741897344444021
EPHB1,1.3302080092759834,0.2741929952574232
GPC4,1.329791199214267,0.2743011813321032
DGCR2,1.3297853042398793,0.27430271173457466
RBMX2,1.32941205683869,0.27439962913740396
ZNHIT2,1.3290841449100248,0.2744848041928052
CCDC154,1.3289782909408685,0.2745123056241012
TMEM207,1.3287819537489292,0.27456332268981903
CLTB,1.3287250222535523,0.27457811785300995
LOC101928401,1.328700949976331,0.2745843739244804
LINC00567,1.3286415397733187,0.2745998144987895
NELL2,1.3282114399091227,0.27471162345968275
OBFC1,1.328183455398119,0.2747188999705358
FRMD4B,1.3280363163800513,0.2747571622498533
OBSCN,1.3279912611540747,0.2747688795981425
HIC1,1.3279703007834072,0.27477433086284775
BCL10,1.3278764753769328,0.2747987338709166
PCDHB11,1.3278689530032561,0.27480069045956185
IL18R1,1.3277145776789865,0.2748408470841258
ENTPD5,1.327483886030313,0.2749008667679599
DCTN4,1.3273202911236037,0.27494343798806115
FBLN5,1.327291414542747,0.2749509530632695
ZNF474,1.3269858388600155,0.27503049167795507
TBX2-AS1,1.3266493160897956,0.27511811329851354
AMFR,1.3264781383541822,0.27516269461576237
SSSCA1,1.3264477755014927,0.27517060306588226
VASN,1.326340442531116,0.2751985614110919
DDX3X,1.325865617036327,0.2753222806104505
SPATA31D1///SPATA31D3///SPATA31D4,1.325804328507339,0.2753382540025419
PTPN23,1.325656384392864,0.2753768160855832
CLINT1,1.3255306091196755,0.27540960422097377
DNAH5,1.3254035869685858,0.27544272153361515
USP26,1.3251418835159965,0.2755109661477327
ADSSL1,1.325138300842834,0.2755119005265213
LOC101928937,1.3250396814409726,0.2755376222489359
KIFAP3,1.324912289482562,0.2755708520799184
ST6GAL1,1.3246527304674613,0.2756385702419784
ZNF385A,1.3246134985268903,0.27564880724584395
ANGPTL7,1.3246027902278208,0.2756516014894841
TPH2,1.324561830939727,0.2756622897554349
GRTP1,1.324452397503875,0.2756908483688367
CYB5D2,1.3243530327270283,0.27571678205742
GK2,1.3241383379467981,0.27577282496029765
NSMF,1.324060474302162,0.2757931530497431
LOC728743///ZNF775,1.3239272430317965,0.27582793975072617
LOC283588,1.3237536490821478,0.2758732720155037
C1orf204,1.3237354704105522,0.2758780196368685
GPR162,1.3236156887742174,0.2759093044626221
THSD7B,1.323593560424098,0.2759150843975158
MED22,1.3235279404630094,0.27593222510275567
MBIP,1.323286464765197,0.2759953109536065
MIR4640///DDR1,1.3232535703997068,0.2760039058144638
NUDT7,1.323175338318754,0.2760243479392888
CPEB2-AS1,1.3231086915781085,0.27604176404767944
UROS,1.3230126503424697,0.2760668635326598
BCAP29,1.3227993019808402,0.276122628659329
CTBP2,1.322540321231917,0.27619033698819884
NDUFS7,1.3222218456377306,0.27627362347317685
TCP11L2,1.3220928920740826,0.27630735434920417
LOXL1-AS1,1.3216101709481227,0.27643365968046657
AKR1C4,1.321547402275279,0.2764500877009141
ASB14,1.3214379773252973,0.27647872918729804
USP11,1.3214376690340006,0.2764788098855227
TBCA,1.3214213463839524,0.27648308253189097
ADAMTS18,1.3212879408422507,0.27651800558808776
TAF6,1.3211948060462948,0.2765423892481575
MCOLN3,1.321122337684287,0.276561363771192
SST,1.3209158692955887,0.27661543120766763
GPR1-AS,1.320894458690151,0.27662103858783227
FMN2,1.3208291058809873,0.27663815504627554
C2orf82,1.3207362336182296,0.2766624809840103
LILRP2,1.3204098947367136,0.276747976284058
RNF103-CHMP3///CHMP3,1.320402935609789,0.27674979975822755
ATP5SL,1.3203362039252493,0.2767672858495313
PDILT,1.3202358171570012,0.2767935929478515
GBP1,1.3202229833260588,0.2767969563365225
ABI3BP,1.3201844620300685,0.27680705194827493
MIA3,1.3199336631231124,0.2768727903900949
PIEZO1,1.3197798273750845,0.27691312127639384
TNFSF4,1.3194431670494882,0.27700140437684856
HLA-DRB1,1.3191261313669236,0.2770845680961651
WWP1,1.3185942021901362,0.2772241604257473
EXT1,1.3183567450166485,0.277286499156763
DPY19L1,1.3183322523928371,0.27729292994378135
BAG2,1.3178777678186562,0.2774122876984375
LOC200772,1.3173932756942066,0.2775395850886636
GLIPR1L1,1.3172344713263098,0.27758132323149975
IL27RA,1.3171971646298615,0.2775911294036028
KLHL17,1.3168720906423745,0.2776765913190676
BBS9,1.316733879169808,0.2777129354102152
CPNE3,1.3164544534462759,0.27778642835263667
LOC729966///PDE4C,1.316271665731076,0.27783451509349766
NDRG2,1.3162199197257247,0.27784812971106815
MS4A2,1.3161110667552902,0.27787677171050035
GLI3,1.3160929215282506,0.2778815464829507
NXPH1,1.315724983660179,0.2779783848666611
ADCY2,1.315619657883231,0.2780061122683338
KRT20,1.3155242835111411,0.278031222413377
RBFA,1.3155185686626822,0.27803272709258686
GRAMD2,1.315447143514157,0.27805153354552586
ZC3H15,1.3150791617140738,0.27814844526177307
LINC00959,1.314929452171504,0.2781878828559935
LINC01532,1.3146129776885689,0.2782712700917004
SIRT7,1.314549119447927,0.2782880991326216
DCX,1.314374802069646,0.2783340437000533
SUGP1,1.3140258565439848,0.2784260385049923
FAM19A2,1.3139964102914299,0.2784338030645569
DZIP1,1.313582128376106,0.2785430672688392
CTCF,1.3135468341674663,0.27855237795670595
ASGR2,1.31340650169758,0.27858940117291164
WNT5A,1.3133776260925507,0.27859701991629066
MRPL39,1.3130304513223436,0.27868863796523446
LRRC3B,1.3129775701484108,0.2787025958543109
XKRY2///XKRY,1.312944273808267,0.27871138473627033
CECR9,1.3129086690420062,0.27872078326869665
STARD5,1.312269503346227,0.2788895590194272
DAGLA,1.3119274776722838,0.2789799168245838
LOC101929464,1.3117983286211132,0.2790140439109561
NSUN7,1.3113571098081396,0.2791306669393456
SGK1,1.3113294356259644,0.27913798347722557
OR8B8,1.3112488552559574,0.2791592885636129
HACD2,1.3112482390580344,0.27915945149009574
